"Filepath","File","Name","Extension","Filesize","Created","Modified","Retrieved","Error"
"B:\29xx   University House\2900\2900\F5 - Drawings and Specifications\File 2900 Misc. H.TIF","File 2900 Misc. H.TIF","File 2900 Misc. H","tif",537340,"06/02/2019, 17:31:30","03/06/2006, 13:09:25","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\F5 - Drawings and Specifications\BACaton Request 6-27-05\File 2900_20050627_0001.TIF","File 2900_20050627_0001.TIF","File 2900_20050627_0001","tif",850564,"06/02/2019, 17:31:30","10/22/2014, 10:44:11","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\G2 - Certificate of Payment. Invoices, Expense Reports\File 2900 University House Addition and Renovation Cost Estimate 11.01.99.pdf","File 2900 University House Addition and Renovation Cost Estimate 11.01.99.pdf","File 2900 University House Addition and Renovation Cost Estimate 11.01.99","pdf",1949339,"06/02/2019, 17:31:30","11/10/2014, 11:52:10","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\G2 - Certificate of Payment. Invoices, Expense Reports\File 2900 University House Improvements Estimate June 1999.pdf","File 2900 University House Improvements Estimate June 1999.pdf","File 2900 University House Improvements Estimate June 1999","pdf",90947,"06/02/2019, 17:31:30","11/10/2014, 11:52:41","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\G2 - Certificate of Payment. Invoices, Expense Reports\File 2900 University House Maintenance and Improvement 11.13.00.pdf","File 2900 University House Maintenance and Improvement 11.13.00.pdf","File 2900 University House Maintenance and Improvement 11.13.00","pdf",1224297,"06/02/2019, 17:31:30","11/10/2014, 11:51:28","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\Master Bathroom\File 2900 BAR Proposed Master Bathroom Scheme 04.03.01.pdf","File 2900 BAR Proposed Master Bathroom Scheme 04.03.01.pdf","File 2900 BAR Proposed Master Bathroom Scheme 04.03.01","pdf",339213,"06/02/2019, 17:31:30","11/10/2014, 12:10:12","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\Master Bathroom\File 2900 BAR Proposed Master Bathroom Scheme No. 2 04.03.01.pdf","File 2900 BAR Proposed Master Bathroom Scheme No. 2 04.03.01.pdf","File 2900 BAR Proposed Master Bathroom Scheme No. 2 04.03.01","pdf",539944,"06/02/2019, 17:31:30","11/10/2014, 12:10:28","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\Master Bathroom\File 2900 BAR Proposed Schemes for University House Bathroom 02.21.01.pdf","File 2900 BAR Proposed Schemes for University House Bathroom 02.21.01.pdf","File 2900 BAR Proposed Schemes for University House Bathroom 02.21.01","pdf",1425222,"06/02/2019, 17:31:30","11/10/2014, 14:04:15","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\Master Bathroom\File 2900 BAR University House Bathroom Remodel 01.04.01.pdf","File 2900 BAR University House Bathroom Remodel 01.04.01.pdf","File 2900 BAR University House Bathroom Remodel 01.04.01","pdf",910584,"06/02/2019, 17:31:30","11/10/2014, 12:10:54","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900\Master Bathroom\File 2900 BAR University House Remodel Proposed Schemes 01.03.01.pdf","File 2900 BAR University House Remodel Proposed Schemes 01.03.01.pdf","File 2900 BAR University House Remodel Proposed Schemes 01.03.01","pdf",3077766,"06/02/2019, 17:31:30","11/10/2014, 12:11:32","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-001\F5 - Drawings and Specifications\File 2900-001 01.TIF","File 2900-001 01.TIF","File 2900-001 01","tif",2818432,"06/02/2019, 17:31:26","12/21/2004, 09:58:18","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-001\F5 - Drawings and Specifications\File 2900-001 02.TIF","File 2900-001 02.TIF","File 2900-001 02","tif",3443608,"06/02/2019, 17:31:26","12/21/2004, 09:58:23","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-001\F5 - Drawings and Specifications\File 2900-001 03.TIF","File 2900-001 03.TIF","File 2900-001 03","tif",3161888,"06/02/2019, 17:31:26","12/21/2004, 09:58:27","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-001\F5 - Drawings and Specifications\File 2900-001 CD 01.TIF","File 2900-001 CD 01.TIF","File 2900-001 CD 01","tif",1043956,"06/02/2019, 17:31:26","12/21/2004, 09:58:30","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-002\F5 - Drawings and Specifications\File 2900-002 01.TIF","File 2900-002 01.TIF","File 2900-002 01","tif",2192904,"06/02/2019, 17:31:26","12/21/2004, 09:55:23","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-003\F5 - Drawings and Specifications\File 2900-003 01.TIF","File 2900-003 01.TIF","File 2900-003 01","tif",1743504,"06/02/2019, 17:31:26","12/21/2004, 09:53:57","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-006\H - O&M's\O&M Manual.pdf","O&M Manual.pdf","O&M Manual","pdf",15883061,"06/02/2019, 17:31:26","12/20/2007, 08:58:29","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-006\H - Submittals\2900-006.H.University House Furnace Replacement.pdf","2900-006.H.University House Furnace Replacement.pdf","2900-006.H.University House Furnace Replacement","pdf",159765,"06/02/2019, 17:31:26","05/02/2019, 15:20:18","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\D2 - EIC Forms\university house.eic.ucop.pdf","university house.eic.ucop.pdf","university house.eic.ucop","pdf",76780,"06/02/2019, 17:31:26","08/13/2007, 16:52:08","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\F5 - Drawings and Specifications\001 File 2900-008 FP1-1.TIF","001 File 2900-008 FP1-1.TIF","001 File 2900-008 FP1-1","tif",911850,"06/02/2019, 17:31:26","07/31/2008, 09:47:16","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\F5 - Drawings and Specifications\CAD\UHOUSE-PrivateQuarters.bak","UHOUSE-PrivateQuarters.bak","UHOUSE-PrivateQuarters","bak",166841,"06/02/2019, 17:31:26","01/10/2008, 08:13:17","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\F5 - Drawings and Specifications\CAD\UHOUSE-PrivateQuarters.dwg","UHOUSE-PrivateQuarters.dwg","UHOUSE-PrivateQuarters","dwg",139767,"06/02/2019, 17:31:27","09/24/2008, 12:01:05","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\F5 - Drawings and Specifications\Fire Marshal Approved Shop Drawings\Hydraulics for University House.pdf","Hydraulics for University House.pdf","Hydraulics for University House","pdf",5672398,"06/02/2019, 17:31:27","07/31/2008, 09:53:01","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-008\F8 - Contract\Brief Forms Contract.pdf","Brief Forms Contract.pdf","Brief Forms Contract","pdf",6013326,"06/02/2019, 17:31:27","08/17/2011, 14:02:18","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-009\F8 - Contract\Brief Form Contract.pdf","Brief Form Contract.pdf","Brief Form Contract","pdf",4306496,"06/02/2019, 17:31:27","08/17/2011, 14:10:20","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-010\F8 - Contract\Brief Forms Contract.pdf","Brief Forms Contract.pdf","Brief Forms Contract","pdf",3524783,"06/02/2019, 17:31:27","08/17/2011, 14:17:18","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\F5 - Drawings and Specifications\File 2900-011 FP1-1.TIF","File 2900-011 FP1-1.TIF","File 2900-011 FP1-1","tif",943290,"06/02/2019, 17:31:27","08/08/2008, 13:28:57","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\F5 - Drawings and Specifications\TEMP001.TIF","TEMP001.TIF","TEMP001","tif",892002,"06/02/2019, 17:31:27","07/25/2008, 12:03:35","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\F5 - Drawings and Specifications\CAD\U-HSE-SA.dwg","U-HSE-SA.dwg","U-HSE-SA","dwg",236910,"06/02/2019, 17:31:27","01/30/2009, 11:07:05","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\F5 - Drawings and Specifications\Fire Marshall Comments\01 File 2900-011 FP1-1.TIF","01 File 2900-011 FP1-1.TIF","01 File 2900-011 FP1-1","tif",1052058,"06/02/2019, 17:31:27","08/19/2008, 09:00:15","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\F5 - Drawings and Specifications\reference files\File 2901-003 3 of 1 .TIF","File 2901-003 3 of 1 .TIF","File 2901-003 3 of 1 ","tif",1711882,"06/02/2019, 17:31:27","08/08/2008, 13:29:28","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-011\H - Submittals\University House Submittal, fire Marsh. Approved.pdf","University House Submittal, fire Marsh. Approved.pdf","University House Submittal, fire Marsh. Approved","pdf",2947746,"06/02/2019, 17:31:27","08/08/2008, 11:48:42","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-012\C1.1 - Selection\File 2900-012.C1.1 Memorandum Selection.pdf","File 2900-012.C1.1 Memorandum Selection.pdf","File 2900-012.C1.1 Memorandum Selection","pdf",76123,"06/02/2019, 17:31:27","08/21/2018, 13:33:47","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-013\A - General\File 2900-013 Brief Forms Contract.pdf","File 2900-013 Brief Forms Contract.pdf","File 2900-013 Brief Forms Contract","pdf",2755255,"06/02/2019, 17:31:27","08/01/2013, 15:51:50","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\A2 - Working Files\File 2900-014 Contact Log.pdf","File 2900-014 Contact Log.pdf","File 2900-014 Contact Log","pdf",281874,"06/02/2019, 17:31:27","08/14/2014, 11:20:18","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\A2 - Working Files\File 2900-014 Facilities Project Request.pdf","File 2900-014 Facilities Project Request.pdf","File 2900-014 Facilities Project Request","pdf",308634,"06/02/2019, 17:31:27","08/14/2014, 11:15:48","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\A2 - Working Files\File 2900-014 Request to Have Brief Form Contract Written.pdf","File 2900-014 Request to Have Brief Form Contract Written.pdf","File 2900-014 Request to Have Brief Form Contract Written","pdf",1394844,"06/02/2019, 17:31:27","08/14/2014, 11:16:06","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\E3 - Budget, Cost Estimates\File 2900-014 Budget Sheet 110815.pdf","File 2900-014 Budget Sheet 110815.pdf","File 2900-014 Budget Sheet 110815","pdf",1098340,"06/02/2019, 17:31:27","08/14/2014, 11:16:13","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\E3 - Budget, Cost Estimates\File 2900-014 Kelso Construction Inc. Cost Proposal Rev. 2.pdf","File 2900-014 Kelso Construction Inc. Cost Proposal Rev. 2.pdf","File 2900-014 Kelso Construction Inc. Cost Proposal Rev. 2","pdf",196605,"06/02/2019, 17:31:28","08/14/2014, 11:16:26","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\F5 - Drawings and Specifications\File 2900-014 Electrical Scope Sheets.pdf","File 2900-014 Electrical Scope Sheets.pdf","File 2900-014 Electrical Scope Sheets","pdf",4983717,"06/02/2019, 17:31:28","08/14/2014, 11:18:46","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\F5 - Drawings and Specifications\File 2900-014 Epson Projector Image Size Calculator.pdf","File 2900-014 Epson Projector Image Size Calculator.pdf","File 2900-014 Epson Projector Image Size Calculator","pdf",2467115,"06/02/2019, 17:31:28","08/14/2014, 11:19:27","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\F5 - Drawings and Specifications\File 2900-014 Projector Screen Drawings.pdf","File 2900-014 Projector Screen Drawings.pdf","File 2900-014 Projector Screen Drawings","pdf",913191,"06/02/2019, 17:31:28","08/15/2014, 09:37:52","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\F5 - Drawings and Specifications\File 2900-014 Ruskin Field Modification of UL Classified Products.pdf","File 2900-014 Ruskin Field Modification of UL Classified Products.pdf","File 2900-014 Ruskin Field Modification of UL Classified Products","pdf",584890,"06/02/2019, 17:31:28","08/14/2014, 11:18:55","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-014\G2 - Certificate of Payment, Invoices, Expense Reports\File 2900-014 M. Veglia Re University House Projector Install Update.pdf","File 2900-014 M. Veglia Re University House Projector Install Update.pdf","File 2900-014 M. Veglia Re University House Projector Install Update","pdf",532424,"06/02/2019, 17:31:28","08/14/2014, 11:16:49","10/30/2019, 16:54:00",""
"B:\29xx   University House\2900\2900-015\F - Bid documents and contract Award\F5 - Drawings and Specifications\File 2900-015.F5.U-House Exterior Lighting.pdf","File 2900-015.F5.U-House Exterior Lighting.pdf","File 2900-015.F5.U-House Exterior Lighting","pdf",415502,"06/02/2019, 17:31:28","11/13/2015, 11:04:42","10/30/2019, 16:54:01",""
"B:\29xx   University House\2900\2900-015\F - Bid documents and contract Award\F5 - Drawings and Specifications\Electrical and Lighting\UHouse-Electrical & Lightning-File 1.pdf","UHouse-Electrical & Lightning-File 1.pdf","UHouse-Electrical & Lightning-File 1","pdf",5378468,"06/02/2019, 17:31:28","10/14/2008, 11:34:04","10/30/2019, 16:54:01",""
"B:\29xx   University House\2900\2900-015\F - Bid documents and contract Award\F5 - Drawings and Specifications\Electrical and Lighting\UHouse-Electrical & Lightning-File 2.pdf","UHouse-Electrical & Lightning-File 2.pdf","UHouse-Electrical & Lightning-File 2","pdf",444320,"06/02/2019, 17:31:28","10/14/2008, 11:32:19","10/30/2019, 16:54:01",""
"B:\29xx   University House\2900\2900-015\F - Bid documents and contract Award\F5 - Drawings and Specifications\Electrical and Lighting\UHouse-Electrical & Lightning-File 3.pdf","UHouse-Electrical & Lightning-File 3.pdf","UHouse-Electrical & Lightning-File 3","pdf",365837,"06/02/2019, 17:31:28","10/14/2008, 11:47:08","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\FileList.IPS","FileList.IPS","FileList","ips",0,"06/02/2019, 17:31:30","10/30/2012, 08:14:09","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\E6 - Reports\File 2901 Soils Report 081.pdf","File 2901 Soils Report 081.pdf","File 2901 Soils Report 081","pdf",657026,"06/02/2019, 17:31:31","12/09/2005, 11:18:31","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 01 A 01.TIF","File 2901 01 A 01.TIF","File 2901 01 A 01","tif",3840196,"06/02/2019, 17:31:31","07/30/2002, 17:00:20","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 02 A 02.TIF","File 2901 02 A 02.TIF","File 2901 02 A 02","tif",4498752,"06/02/2019, 17:31:31","07/30/2002, 17:00:34","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 03 A 03.TIF","File 2901 03 A 03.TIF","File 2901 03 A 03","tif",4710612,"06/02/2019, 17:31:31","07/30/2002, 17:00:48","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 04 A 04.TIF","File 2901 04 A 04.TIF","File 2901 04 A 04","tif",4259152,"06/02/2019, 17:31:31","07/30/2002, 17:01:01","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 05 A 05.TIF","File 2901 05 A 05.TIF","File 2901 05 A 05","tif",3725472,"06/02/2019, 17:31:31","07/30/2002, 17:01:12","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 06 A 06.TIF","File 2901 06 A 06.TIF","File 2901 06 A 06","tif",3761804,"06/02/2019, 17:31:31","07/30/2002, 17:01:24","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 07 A 07.TIF","File 2901 07 A 07.TIF","File 2901 07 A 07","tif",3511448,"06/02/2019, 17:31:31","07/30/2002, 17:01:36","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 08 A 08.TIF","File 2901 08 A 08.TIF","File 2901 08 A 08","tif",4285000,"06/02/2019, 17:31:31","07/30/2002, 17:01:49","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 09 A 09.TIF","File 2901 09 A 09.TIF","File 2901 09 A 09","tif",5962324,"06/02/2019, 17:31:31","07/30/2002, 17:02:07","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 1 (FA).TIF","File 2901 1 (FA).TIF","File 2901 1 (FA)","tif",121058,"06/02/2019, 17:31:32","03/21/2007, 12:23:02","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 10 A 10.TIF","File 2901 10 A 10.TIF","File 2901 10 A 10","tif",5388600,"06/02/2019, 17:31:32","07/30/2002, 17:02:23","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 11 S 01.TIF","File 2901 11 S 01.TIF","File 2901 11 S 01","tif",3947960,"06/02/2019, 17:31:32","07/30/2002, 17:03:19","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 12 S 02.TIF","File 2901 12 S 02.TIF","File 2901 12 S 02","tif",2571644,"06/02/2019, 17:31:32","07/30/2002, 17:03:30","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 13 S 03.TIF","File 2901 13 S 03.TIF","File 2901 13 S 03","tif",2067716,"06/02/2019, 17:31:32","07/30/2002, 17:03:40","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 14 S 04.TIF","File 2901 14 S 04.TIF","File 2901 14 S 04","tif",2438392,"06/02/2019, 17:31:32","07/30/2002, 17:03:49","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 15 S 05.TIF","File 2901 15 S 05.TIF","File 2901 15 S 05","tif",2338240,"06/02/2019, 17:31:32","07/30/2002, 17:03:57","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 16 M 01.TIF","File 2901 16 M 01.TIF","File 2901 16 M 01","tif",3925164,"06/02/2019, 17:31:32","07/30/2002, 17:02:35","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 17 M 02.TIF","File 2901 17 M 02.TIF","File 2901 17 M 02","tif",2121056,"06/02/2019, 17:31:32","07/30/2002, 17:02:42","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 18 P 01.TIF","File 2901 18 P 01.TIF","File 2901 18 P 01","tif",2424140,"06/02/2019, 17:31:32","07/30/2002, 17:02:50","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 19 P 02.TIF","File 2901 19 P 02.TIF","File 2901 19 P 02","tif",2452900,"06/02/2019, 17:31:32","07/30/2002, 17:02:58","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 20 P 03.TIF","File 2901 20 P 03.TIF","File 2901 20 P 03","tif",2813908,"06/02/2019, 17:31:32","07/30/2002, 17:03:07","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 21 E 01.TIF","File 2901 21 E 01.TIF","File 2901 21 E 01","tif",4899516,"06/02/2019, 17:31:32","07/30/2002, 17:04:11","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 WB 01.TIF","File 2901 WB 01.TIF","File 2901 WB 01","tif",7410132,"06/02/2019, 17:31:32","07/30/2002, 17:04:41","10/30/2019, 16:54:01",""
"B:\29xx   University House\2901\2901\F5- Drawings and Specifications\File 2901 X 10.TIF","File 2901 X 10.TIF","File 2901 X 10","tif",2376724,"06/02/2019, 17:31:32","07/30/2002, 17:04:20","10/30/2019, 16:54:01",""
